#SOLVER	GUROBI
#METHOD	
#TOLERANCE	1e-08
#GROWTH	2.75298377968802	reacF6748CE0
#GROWTH_SUB	2.75298377968813	reacF6748CE0
mnxr01c19	A
mnxr01c2	A
mnxr01c3	A
mnxr02c2b	A
mnxr03c2c19	A
mnxr100018c19c3	a
mnxr100019c2b	a
mnxr100019c2c19	a
mnxr100024c3	A
mnxr100030c19	a
mnxr100030c3	A
mnxr100060c3	A
mnxr100074c3	A
mnxr100086c3	A
mnxr100098c3	A
mnxr100099c3	A
mnxr100113c3	A
mnxr100114c3	A
mnxr100136c19	A
mnxr100177c19c3	A
mnxr100209c3c19	A
mnxr100210c2b	A
mnxr100210c2c19	A
mnxr100219c3	a
mnxr100236c3c19	A
mnxr100238c3c19	A
mnxr100258c3c19	a
mnxr100259c2b	a
mnxr100259c2c19	a
mnxr100276c3c19	A
mnxr100277c3	A
mnxr100285c3c19	A
mnxr100288c3	A
mnxr100291c3	A
mnxr100299c3c19	A
mnxr100300c3c19	A
mnxr100303c3	A
mnxr100308c2b	A
mnxr100308c2c19	A
mnxr100311c2b	A
mnxr100311c2c19	A
mnxr100311c3c19	A
mnxr100314c3c19	A
mnxr100315c3c19	A
mnxr100317c2b	a
mnxr100317c2c19	a
mnxr100318c3c19	a
mnxr100319c2b	a
mnxr100319c2c19	a
mnxr100320c3c19	A
mnxr100321c3c19	A
mnxr100325c3	A
mnxr100326c3	A
mnxr100328c3	A
mnxr100329c3	A
mnxr100331c3	A
mnxr100332c3	A
mnxr100334c3c19	A
mnxr100336c3	A
mnxr100339c3	A
mnxr100340c3	A
mnxr100341c3	A
mnxr100343c2b	A
mnxr100343c2c19	A
mnxr100343c3c19	A
mnxr100348c3	A
mnxr100351c3c19	A
mnxr100353c3	A
mnxr100354c3	A
mnxr100355c3	A
mnxr100368c3c19	A
mnxr100371c2b	A
mnxr100371c2c19	A
mnxr100371c3c19	A
mnxr100389c3	A
mnxr100390c3	A
mnxr100410c19	a
mnxr100410c3	a
mnxr100413c19	A
mnxr100413c3	A
mnxr100443c2b	b
mnxr100443c2c19	b
mnxr100446c3	A
mnxr100447c3c19	A
mnxr100448c3c19	A
mnxr100449c2b	A
mnxr100449c2c19	A
mnxr100450c3	A
mnxr100482c3	A
mnxr100493c3	A
mnxr100494c2b	A
mnxr100494c2c19	A
mnxr100494c3c19	A
mnxr100495c2b	a
mnxr100495c2c19	a
mnxr100495c3c19	a
mnxr100555c3	a
mnxr100566c3	A
mnxr100570c3c19	a
mnxr100571c2b	a
mnxr100571c2c19	a
mnxr100587c3	A
mnxr100602c3	A
mnxr100606c3	A
mnxr100611c3	B
mnxr100622c3c19	A
mnxr100623c19c3	b
mnxr100624c3c19	b
mnxr100625c2b	B
mnxr100625c2c19	B
mnxr100642c3	A
mnxr100644c3c19	A
mnxr100649c2b	A
mnxr100649c2c19	A
mnxr100657c3c19	A
mnxr100658c3	A
mnxr100676c3c19	A
mnxr100678c2b	A
mnxr100678c2c19	A
mnxr100679c3	a
mnxr100682c3	A
mnxr100692c3	A
mnxr100696c3c19	a
mnxr100697c2b	a
mnxr100697c2c19	a
mnxr100734c3	A
mnxr100737c3	A
mnxr100750c2b	A
mnxr100750c2c19	A
mnxr100753c3c19	a
mnxr100754c3c19	a
mnxr100755c3c19	a
mnxr100763c3	A
mnxr100766c3	A
mnxr100767c3	A
mnxr100768c3	A
mnxr100769c3	A
mnxr100770c3	A
mnxr100771c3	A
mnxr100784c3	A
mnxr100790c3	A
mnxr100796c3	A
mnxr100801c3	A
mnxr100802c3	A
mnxr100803c3c19	A
mnxr100804c2b	A
mnxr100804c2c19	A
mnxr100813c3	A
mnxr100821c3c19	A
mnxr100822c3c19	A
mnxr100824c2b	A
mnxr100824c2c19	A
mnxr100825c3c19	A
mnxr100826c3	A
mnxr100827c3	A
mnxr100874c3	A
mnxr100878c3	A
mnxr100880c3c19	a
mnxr100881c2b	a
mnxr100881c2c19	a
mnxr100935c3	a
mnxr100939c3c19	A
mnxr100950c2b	A
mnxr100950c2c19	A
mnxr100951c3c19	A
mnxr100999c2b	A
mnxr100999c2c19	A
mnxr101003c2b	a
mnxr101003c2c19	a
mnxr101004c3c19	a
mnxr101005c2b	a
mnxr101005c2c19	a
mnxr101006c3c19	a
mnxr101008c3	A
mnxr101011c3	A
mnxr101018c3	A
mnxr101036c3	A
mnxr101037c3	A
mnxr101039c3	A
mnxr101078c2	a
mnxr101080c3	b
mnxr101082c3c19	A
mnxr101089c3	b
mnxr101090c3	b
mnxr101091c3c19	b
mnxr101141c19	A
mnxr101142c19	A
mnxr101143c19	A
mnxr101145c19	A
mnxr101146c19	A
mnxr101147c19	A
mnxr101148c19	A
mnxr101149c19	A
mnxr101150c19	A
mnxr101151c19	A
mnxr101152c19	A
mnxr101154c19	A
mnxr101155c19	A
mnxr101156c19	A
mnxr101157c19	A
mnxr101158c19	A
mnxr101159c19	A
mnxr101160c19	A
mnxr101161c19	A
mnxr101162c3	A
mnxr101163c3	A
mnxr101164c3	A
mnxr101165c3	A
mnxr101166c3	A
mnxr101167c3	A
mnxr101168c3	A
mnxr101169c3	b
mnxr101170c3	b
mnxr101171c3	b
mnxr101172c3	b
mnxr101173c3	b
mnxr101174c3	b
mnxr101175c3	b
mnxr101176c3	b
mnxr101177c3	b
mnxr101178c3	b
mnxr101179c3	b
mnxr101180c3	b
mnxr101181c3	b
mnxr101182c3	b
mnxr101183c3	A
mnxr101184c3	A
mnxr101185c3	A
mnxr101187c3	A
mnxr101189c3	A
mnxr101190c3	A
mnxr101191c3	A
mnxr101192c3	A
mnxr101193c3	A
mnxr101194c3	A
mnxr101195c3	A
mnxr101196c3	A
mnxr101242c3	A
mnxr101254c3	B
mnxr101265c3c19	A
mnxr101266c3c19	A
mnxr101267c3c19	A
mnxr101271c3c19	a
mnxr101272c2b	a
mnxr101272c2c19	a
mnxr101273c3	A
mnxr101275c3	A
mnxr101277c3c19	A
mnxr101339c3	a
mnxr101340c3c19	a
mnxr101341c2b	a
mnxr101341c2c19	a
mnxr101367c2b	A
mnxr101367c2c19	A
mnxr101370c3c19	A
mnxr101371c3c19	A
mnxr101373c3c19	A
mnxr101439c3	A
mnxr101440c3	A
mnxr101441c3	A
mnxr101443c3	A
mnxr101446c3	A
mnxr101450c3	A
mnxr101464c2b	A
mnxr101464c2c19	A
mnxr101464c3c19	A
mnxr101472c3c19	B
mnxr101473c2b	B
mnxr101473c2c19	B
mnxr101489c3c19	A
mnxr101491c3c19	A
mnxr101493c2b	A
mnxr101493c2c19	A
mnxr101505c3c19	A
mnxr101507c2b	A
mnxr101507c2c19	A
mnxr101507c3c19	A
mnxr101508c3c19	A
mnxr101551c3	A
mnxr101582c2b	B
mnxr101582c2c19	A
mnxr101669c3c19	A
mnxr101670c2b	A
mnxr101670c2c19	A
mnxr101670c3c19	A
mnxr101681c3c19	A
mnxr101682c3	b
mnxr101689c3c19	A
mnxr101690c2b	A
mnxr101690c2c19	A
mnxr101715c3	A
mnxr101730c3	b
mnxr101736c3	b
mnxr101737c3	A
mnxr101741c3c19	a
mnxr101742c2b	a
mnxr101742c2c19	a
mnxr101756c3	A
mnxr101798c3	A
mnxr101803c3c19	A
mnxr101804c2b	B
mnxr101804c2c19	B
mnxr101808c2b	a
mnxr101808c2c19	a
mnxr101808c3c19	a
mnxr101863c3	A
mnxr101864c3c19	A
mnxr101865c3c19	A
mnxr101866c3c19	A
mnxr101872c3	A
mnxr101876c3	A
mnxr101879c3	A
mnxr101882c3	A
mnxr101891c3	A
mnxr101892c3	A
mnxr101893c3	A
mnxr101898c3	A
mnxr101912c2b	a
mnxr101912c2c19	a
mnxr101914c3c19	A
mnxr101915c3c19	A
mnxr101937c3	A
mnxr101938c3	A
mnxr101939c3	A
mnxr101940c3	A
mnxr101950c2b	A
mnxr101950c2c19	A
mnxr101950c3c19	A
mnxr101955c3c19	A
mnxr101956c3c19	A
mnxr101958c2b	A
mnxr101958c2c19	A
mnxr101958c3c19	A
mnxr101959c3c19	A
mnxr101969c3	A
mnxr101972c2b	a
mnxr101972c2c19	a
mnxr101972c3c19	a
mnxr101977c3	A
mnxr101979c3	B
mnxr101984c3c19	a
mnxr101987c19c3	a
mnxr101989c19c3	a
mnxr101992c2b	a
mnxr101992c2c19	a
mnxr101995c3c19	a
mnxr102008c2b	B
mnxr102008c2c19	A
mnxr102028c19	a
mnxr102028c3	A
mnxr102031c19	a
mnxr102031c3	A
mnxr102033c19	a
mnxr102033c3	A
mnxr102035c19	a
mnxr102035c3	A
mnxr102036c19	a
mnxr102036c3	A
mnxr102057c3	A
mnxr102064c19c3	a
mnxr102065c19c3	a
mnxr102090c2b	A
mnxr102090c2c19	A
mnxr102090c3c19	A
mnxr102097c3	A
mnxr102137c3	A
mnxr102155c3	b
mnxr102160c3	A
mnxr102161c3	A
mnxr102169c3	A
mnxr102180c3	A
mnxr102201c3	A
mnxr102204c3	A
mnxr102207c3	A
mnxr102208c3	A
mnxr102209c3	A
mnxr102222c3c19	A
mnxr102223c2b	A
mnxr102223c2c19	A
mnxr102229c3c19	a
mnxr102230c2b	a
mnxr102230c2c19	a
mnxr102236c3	A
mnxr102239c3	B
mnxr102241c3	a
mnxr102301c3	A
mnxr102302c3	A
mnxr102304c3c19	A
mnxr102306c3c19	A
mnxr102308c3c19	A
mnxr102310c3c19	A
mnxr102312c2b	a
mnxr102312c2c19	a
mnxr102313c3c19	a
mnxr102345c3	A
mnxr102347c19	A
mnxr102347c3	A
mnxr102348c19	A
mnxr102348c3	A
mnxr102349c19	A
mnxr102349c3	A
mnxr102350c19	A
mnxr102350c3	A
mnxr102353c19	A
mnxr102353c3	A
mnxr102354c19	A
mnxr102354c3	A
mnxr102356c19	A
mnxr102356c3	A
mnxr102437c3	A
mnxr102438c3	A
mnxr102439c3	A
mnxr102440c3	A
mnxr102441c3c19	A
mnxr102442c3c19	A
mnxr102443c3c19	A
mnxr102444c3c19	A
mnxr102445c3c19	A
mnxr102459c3c19	A
mnxr102461c19	a
mnxr102462c2b	a
mnxr102462c2c19	a
mnxr102495c3	A
mnxr102499c19	A
mnxr102500c19	A
mnxr102516c19c3	A
mnxr102517c3c19	A
mnxr102518c3c19	A
mnxr102524c3c19	A
mnxr102527c3	A
mnxr102543c3	B
mnxr102547c3	A
mnxr102550c3c19	A
mnxr102551c3c19	A
mnxr102552c3c19	A
mnxr102558c3c19	A
mnxr102560c19	A
mnxr102560c3	A
mnxr102561c19	A
mnxr102561c3	A
mnxr102562c19	A
mnxr102562c3	A
mnxr102567c19	A
mnxr102567c3	A
mnxr102590c3	A
mnxr102591c3	A
mnxr102596c3	A
mnxr102624c3c19	A
mnxr102625c2b	A
mnxr102625c2c19	A
mnxr102637c2b	A
mnxr102637c2c19	A
mnxr102637c3c19	A
mnxr102870c3c19	A
mnxr102872c3c19	A
mnxr102967c19	A
mnxr102968c19	A
mnxr102969c19	A
mnxr102971c19	A
mnxr102973c19	A
mnxr102974c19	A
mnxr102975c19	A
mnxr102976c19	A
mnxr102977c19	A
mnxr102978c19	A
mnxr102980c19	A
mnxr102981c19	A
mnxr102982c19	A
mnxr102983c19	A
mnxr102984c19	A
mnxr102985c19	A
mnxr102986c19	A
mnxr102987c19	A
mnxr102989c19	A
mnxr102990c19	A
mnxr102991c19	A
mnxr102993c19	A
mnxr102995c19	A
mnxr102996c19	A
mnxr102997c19	A
mnxr102998c19	A
mnxr102999c19	A
mnxr103000c19	A
mnxr103002c19	A
mnxr103003c19	A
mnxr103004c19	A
mnxr103005c19	A
mnxr103006c19	A
mnxr103007c19	A
mnxr103008c19	A
mnxr103009c19	A
mnxr103045c3	A
mnxr103050c3	A
mnxr103051c2b	a
mnxr103051c2c19	a
mnxr103054c3c19	a
mnxr103056c3	A
mnxr103064c3	A
mnxr103067c3	A
mnxr103069c3	A
mnxr103071c2b	a
mnxr103071c2c19	a
mnxr103071c3c19	a
mnxr103093c3c19	a
mnxr103094c2b	a
mnxr103094c2c19	a
mnxr103095c3	A
mnxr103096c3	A
mnxr103098c3	A
mnxr103099c3	A
mnxr103108c3	A
mnxr103113c3	A
mnxr103114c3	A
mnxr103135c3c19	a
mnxr103136c2b	a
mnxr103136c2c19	a
mnxr103140c3	A
mnxr103149c19	a
mnxr103151c2b	a
mnxr103151c2c19	a
mnxr103156c3	A
mnxr103169c3	A
mnxr103197c3c19	A
mnxr103210c3c19	A
mnxr103226c3	A
mnxr103227c3c19	a
mnxr103228c2b	a
mnxr103228c2c19	a
mnxr103229c3	A
mnxr103230c3	A
mnxr103231c3	A
mnxr103233c3	A
mnxr103235c3	A
mnxr103266c3	A
mnxr103267c3	A
mnxr103268c3	A
mnxr103270c3	A
mnxr103272c3	A
mnxr103332c19	a
mnxr103336c3c19	A
mnxr103337c3	A
mnxr103338c3c19	A
mnxr103339c2b	A
mnxr103339c2c19	A
mnxr103340c3c19	A
mnxr103355c3	A
mnxr103357c3	A
mnxr103358c2b	a
mnxr103358c2c19	a
mnxr103358c3c19	a
mnxr103361c3	A
mnxr103362c3	A
mnxr103364c2b	a
mnxr103364c2c19	a
mnxr103364c3c19	a
mnxr103368c3	A
mnxr103370c2b	a
mnxr103370c2c19	a
mnxr103370c3c19	a
mnxr103371c3	A
mnxr103383c3	A
mnxr103384c2b	A
mnxr103384c2c19	A
mnxr103385c3c19	A
mnxr103400c3	A
mnxr103402c3	A
mnxr103434c3	a
mnxr103993c3	a
mnxr104014c2b	B
mnxr104014c2c19	A
mnxr104025c3	A
mnxr104036c2b	a
mnxr104036c2c19	a
mnxr104072c3	A
mnxr104075c3	A
mnxr104078c3	A
mnxr104081c3	A
mnxr104083c3	A
mnxr104116c3	B
mnxr104149c3	A
mnxr104150c3	A
mnxr104151c3	A
mnxr104152c3	A
mnxr104171c3	A
mnxr104172c3	A
mnxr104239c3	A
mnxr104272c3	B
mnxr104288c2b	a
mnxr104288c2c19	a
mnxr104298c3	A
mnxr104300c3	A
mnxr104301c3	A
mnxr104319c3	B
mnxr104320c3	B
mnxr104323c3	b
mnxr104325c2b	b
mnxr104325c2c19	b
mnxr104327c2b	b
mnxr104327c2c19	b
mnxr104338c3	A
mnxr104346c3c19	A
mnxr104352c3c19	A
mnxr104354c2b	A
mnxr104354c2c19	A
mnxr104354c3c19	A
mnxr104357c3	a
mnxr104362c3	A
mnxr104368c3	A
mnxr104378c3	A
mnxr104379c3	A
mnxr104380c3	A
mnxr104393c3c19	a
mnxr104394c2b	a
mnxr104394c2c19	a
mnxr104456c2b	B
mnxr104456c2c19	B
mnxr104456c3c19	B
mnxr104460c2b	a
mnxr104460c2c19	a
mnxr104466c3c19	A
mnxr104469c2b	A
mnxr104469c2c19	A
mnxr104477c3	A
mnxr104494c3c19	A
mnxr104495c2b	A
mnxr104495c2c19	A
mnxr104497c3c19	A
mnxr104540c3	A
mnxr104541c3	A
mnxr104611c3c19	A
mnxr104619c2b	A
mnxr104619c2c19	A
mnxr104619c3c19	A
mnxr104620c3c19	A
mnxr104621c3c19	A
mnxr104633c3c19	A
mnxr104642c3c19	A
mnxr104645c3c19	a
mnxr104646c2b	a
mnxr104646c2c19	a
mnxr104650c3	A
mnxr104655c3c19	A
mnxr104659c3	A
mnxr104714c3	A
mnxr104718c3	a
mnxr104722c2b	a
mnxr104722c2c19	a
mnxr104723c3c19	a
mnxr104724c2b	a
mnxr104724c2c19	a
mnxr104725c3c19	A
mnxr104730c3	a
mnxr104732c3c19	a
mnxr104733c2b	a
mnxr104733c2c19	a
mnxr104749c2b	a
mnxr104749c2c19	a
mnxr104756c3	A
mnxr104762c3	A
mnxr104764c19c3	b
mnxr104765c19c3	b
mnxr104805c19c3	A
mnxr104818c3c19	A
mnxr104821c2b	A
mnxr104821c2c19	A
mnxr104827c3c19	a
mnxr104833c3	A
mnxr104834c3	A
mnxr104842c3c19	A
mnxr104845c2b	a
mnxr104845c2c19	a
mnxr104846c3	A
mnxr104849c3c19	A
mnxr104850c3c19	A
mnxr104851c3c19	A
mnxr104852c2b	A
mnxr104852c2c19	A
mnxr104853c2b	A
mnxr104853c2c19	A
mnxr104854c3c19	A
mnxr104861c3	A
mnxr104868c3	A
mnxr104884c2b	a
mnxr104884c2c19	a
mnxr104885c3	A
mnxr104898c3	a
mnxr104907c3	A
mnxr104964c3c19	b
mnxr104966c2b	a
mnxr104966c2c19	a
mnxr104976c2b	B
mnxr104976c2c19	A
mnxr104978c3c19	B
mnxr104979c2b	B
mnxr104979c2c19	B
mnxr104985c2b	a
mnxr104985c2c19	a
mnxr104996c19	a
mnxr105000c3	A
mnxr105002c2b	A
mnxr105002c2c19	A
mnxr105002c3c19	A
mnxr105003c3c19	A
mnxr105013c3	A
mnxr105074c3	B
mnxr105091c3	A
mnxr105114c3c19	B
mnxr105116c3	A
mnxr105133c3	B
mnxr105139c3	A
mnxr105140c3	A
mnxr105145c2b	a
mnxr105145c2c19	a
mnxr105147c2b	A
mnxr105147c2c19	A
mnxr105147c3c19	A
mnxr105148c3c19	A
mnxr105152c3	A
mnxr105187c3c19	A
mnxr105188c3c19	A
mnxr105190c2b	A
mnxr105190c2c19	A
mnxr105217c3	A
mnxr105224c3	a
mnxr105226c2b	A
mnxr105226c2c19	A
mnxr105226c3c19	A
mnxr105227c3c19	A
mnxr105268c3c19	a
mnxr105270c2b	a
mnxr105270c2c19	a
mnxr105271c3c19	a
mnxr105277c3c19	A
mnxr105278c3c19	A
mnxr105280c2b	A
mnxr105280c2c19	A
mnxr105280c3c19	A
mnxr105281c3c19	A
mnxr105373c3	A
mnxr106519c3	A
mnxr107148c3	A
mnxr108088c3	B
mnxr108734c3	A
mnxr109272c3	A
mnxr109490c3	A
mnxr110946c3	b
mnxr111053c3	A
mnxr113603c3	A
mnxr114036c3	A
mnxr115029c3	b
mnxr115894c3	a
mnxr115917c3	A
mnxr115959c3	b
mnxr116013c3	A
mnxr123213c3	A
mnxr123302c3	B
mnxr123320c3	A
mnxr123321c3	A
mnxr123407c3c19	A
mnxr123969c3c19	A
mnxr124001c3c19	B
mnxr124002c3c19	B
mnxr124011c2b	B
mnxr124017c2b	A
mnxr124017c2c19	A
mnxr124017c3b	A
mnxr124017c3c19	A
mnxr124018c3c19	A
mnxr124027c3c19	b
mnxr124028c3c19	b
mnxr124032c2c19	B
mnxr124032c3c19	B
mnxr124046c3c19	A
mnxr124047c3c19	A
mnxr125801c3	A
mnxr126136c3	a
mnxr126234c3	A
mnxr126347c3	b
mnxr131355c3b	A
mnxr132656c3	A
mnxr133772c3	A
mnxr133777c3	A
mnxr133780c3	A
mnxr134418c3	A
mnxr135757c3	b
mnxr135910c3	A
mnxr137261c3b	A
mnxr137689c3	A
mnxr138045c3	a
mnxr138059c3	A
mnxr138060c3	A
mnxr138070c2b	a
mnxr138070c2c19	a
mnxr138144c3	B
mnxr138151c3	B
mnxr138170c3c19	B
mnxr138171c2b	B
mnxr138171c2c19	B
mnxr138188c3	a
mnxr138207c3c19	a
mnxr138208c2b	a
mnxr138208c2c19	a
mnxr138209c3	a
mnxr138236c3	B
mnxr138512c3	A
mnxr138518c3	a
mnxr138519c3	a
mnxr138590c3	A
mnxr138592c3c19	a
mnxr138593c2b	a
mnxr138593c2c19	a
mnxr138624c3	a
mnxr138626c3	b
mnxr138629c3	b
mnxr138920c3	B
mnxr138930c3c19	a
mnxr138931c2b	a
mnxr138931c2c19	a
mnxr140043c3	A
mnxr140928c3	A
mnxr142626c3	A
mnxr142714c3	b
mnxr142736c3b	A
mnxr142747c3b	a
mnxr142748c3b	A
mnxr142825c19	A
mnxr142826c19	A
mnxr142827c19	A
mnxr142917c2b	B
mnxr142942c2b	a
mnxr142943c2b	a
mnxr142960c2b	B
mnxr142961c2b	a
mnxr142962c2b	a
mnxr142964c2b	a
mnxr142965c2b	A
mnxr142966c2b	a
mnxr143008c2b	a
mnxr143009c2b	a
mnxr143137c3	A
mnxr143196c19	A
mnxr143249c3c19	A
mnxr143250c3c19	A
mnxr143253c3	b
mnxr143296c19	A
mnxr144937c3c19	a
mnxr144939c2b	a
mnxr144939c2c19	a
mnxr144942c3c19	a
mnxr144946c3c19	a
mnxr144947c3	A
mnxr144956c2b	B
mnxr144956c2c19	B
mnxr144981c3	A
mnxr144996c3	A
mnxr145006c3	A
mnxr145008c3	A
mnxr145012c3	B
mnxr145021c3	A
mnxr145036c3	A
mnxr145038c3	A
mnxr145040c3	a
mnxr145042c3c19	a
mnxr145043c2b	a
mnxr145043c2c19	a
mnxr145046c3	A
mnxr145048c2b	a
mnxr145048c2c19	a
mnxr145050c3	A
mnxr145064c3	a
mnxr145076c3	A
mnxr145080c3	A
